,Distance (scaled),Elevation (scaled),Wind (scaled),Is snowing,Result
0,33,840,0.0,0,1
1,33,840,0.0,0,1
2,33,840,0.0,0,1
3,33,840,0.0,0,1
4,33,7,8.0,0,1
5,33,7,8.0,0,1
6,33,7,8.0,0,1
7,33,7,8.0,0,1
8,54,7,8.0,0,1
9,33,7,8.0,0,1
10,33,7,8.0,0,1
11,33,7,8.0,0,1
12,33,7,8.0,0,1
13,34,7,8.0,0,1
14,33,7,8.0,0,1
15,33,3,6.0,0,0
16,45,3,6.0,0,0
17,43,3,6.0,0,1
18,33,3,6.0,0,1
19,33,3,6.0,0,1
20,39,20,7.0,0,1
21,33,20,7.0,0,1
22,33,20,7.0,0,1
23,33,20,7.0,0,1
24,33,20,7.0,0,1
25,45,20,7.0,0,0
26,33,20,7.0,0,1
27,26,20,7.0,0,1
28,33,0,15.0,0,1
29,33,0,15.0,0,1
30,64,0,15.0,0,0
31,26,0,15.0,0,1
32,26,0,15.0,0,1
33,33,0,15.0,0,1
34,39,0,15.0,0,1
35,29,0,15.0,0,1
36,33,0,15.0,0,1
37,55,1070,0.0,0,1
38,33,1070,0.0,0,1
39,33,1070,0.0,0,1
40,20,1070,0.0,0,1
41,42,1070,0.0,0,1
42,33,1070,0.0,0,1
43,34,1070,0.0,0,1
44,33,1070,0.0,0,1
45,28,1070,0.0,0,1
46,33,1070,0.0,0,1
47,38,594,10.0,0,1
48,33,594,10.0,0,1
49,39,594,10.0,0,1
50,33,3,0.0,0,1
51,32,3,0.0,0,1
52,33,3,0.0,0,1
53,56,3,0.0,0,0
54,33,3,0.0,0,1
55,33,3,0.0,0,1
56,33,3,0.0,0,1
57,33,3,0.0,0,1
58,47,3,0.0,0,1
59,25,3,0.0,0,1
60,58,3,0.0,0,1
61,33,141,10.0,0,1
62,33,141,10.0,0,0
63,33,141,10.0,0,1
64,40,141,10.0,0,1
65,46,141,10.0,0,0
66,44,141,10.0,0,1
67,33,141,10.0,0,1
68,33,141,10.0,0,1
69,29,141,10.0,0,0
70,33,7,6.0,0,1
71,27,7,6.0,0,1
72,33,7,6.0,0,1
73,33,7,6.0,0,1
74,37,7,6.0,0,1
75,25,7,6.0,0,1
76,23,7,6.0,0,1
77,46,7,6.0,0,1
78,33,7,6.0,0,1
79,33,7,6.0,0,1
80,35,7,6.0,0,1
81,33,7,6.0,0,1
82,53,748,3.0,0,0
83,49,748,3.0,0,1
84,33,748,3.0,0,1
85,56,748,3.0,0,1
86,46,748,3.0,0,1
87,27,748,3.0,0,1
88,33,748,3.0,0,1
89,33,748,3.0,0,1
90,52,748,3.0,0,1
91,33,748,3.0,0,1
92,33,748,3.0,0,1
93,41,748,3.0,0,0
94,33,748,3.0,0,1
95,33,645,0.0,0,1
96,33,645,0.0,0,1
97,33,645,0.0,0,1
98,33,645,0.0,0,1
99,28,645,0.0,0,1
100,33,645,0.0,0,1
101,33,645,0.0,0,1
102,33,645,0.0,0,1
103,33,289,2.0,0,1
104,25,289,2.0,0,1
105,33,289,2.0,0,1
106,41,289,2.0,0,1
107,19,289,2.0,0,1
108,33,289,2.0,0,1
109,35,289,2.0,0,1
110,39,289,2.0,0,1
111,29,26,9.0,0,1
112,33,26,9.0,0,1
113,36,26,9.0,0,1
114,33,26,9.0,0,1
115,33,26,9.0,0,1
116,33,26,9.0,0,1
117,57,26,9.0,0,0
118,31,26,9.0,0,1
119,47,26,9.0,0,1
120,33,584,10.0,0,0
121,37,584,10.0,0,1
122,33,584,10.0,0,1
123,53,584,10.0,0,1
124,33,584,10.0,0,1
125,33,584,10.0,0,1
126,33,584,10.0,0,1
127,33,584,10.0,0,1
128,33,584,10.0,0,1
129,33,30,4.0,0,1
130,41,30,4.0,0,1
131,33,30,4.0,0,1
132,33,30,4.0,0,1
133,48,30,4.0,0,1
134,33,30,4.0,0,1
135,33,30,4.0,0,1
136,22,30,4.0,0,1
137,33,30,4.0,0,1
138,33,25,8.0,0,1
139,22,25,8.0,0,1
140,33,25,8.0,0,1
141,21,25,8.0,0,1
142,33,25,8.0,0,1
143,20,25,8.0,0,1
144,28,25,8.0,0,1
145,51,25,8.0,0,1
146,33,3,5.0,0,1
147,33,3,5.0,0,1
148,33,3,5.0,0,1
149,33,3,5.0,0,1
150,47,3,5.0,0,0
151,33,3,5.0,0,1
152,33,3,5.0,0,1
153,43,5280,3.0,0,1
154,40,5280,3.0,0,1
155,52,5280,3.0,0,1
156,33,5280,3.0,0,1
157,32,5280,3.0,0,1
158,53,5280,3.0,0,1
159,23,3,3.0,0,1
160,48,3,3.0,0,1
161,33,3,3.0,0,1
162,46,3,3.0,0,1
163,43,3,3.0,0,1
164,33,3,3.0,0,1
165,33,450,7.0,0,1
166,33,450,7.0,0,1
167,33,450,7.0,0,1
168,33,450,7.0,0,1
169,33,450,7.0,0,1
170,25,450,7.0,0,1
171,33,450,7.0,0,1
172,33,450,7.0,0,1
173,33,430,1.0,0,1
174,33,430,1.0,0,1
175,33,430,1.0,0,0
176,33,430,1.0,0,1
177,49,430,1.0,0,1
178,45,430,1.0,0,0
179,33,430,1.0,0,0
180,39,50,0.0,0,1
181,40,50,0.0,0,1
182,22,50,0.0,0,1
183,33,50,0.0,0,1
184,32,50,0.0,0,1
185,28,0,13.0,0,1
186,33,0,13.0,0,1
187,33,0,13.0,0,1
188,33,0,13.0,0,1
189,33,0,13.0,0,1
190,33,0,13.0,0,1
191,33,646,0.0,0,1
192,33,646,0.0,0,0
193,40,646,0.0,0,0
194,39,646,0.0,0,1
195,39,646,0.0,0,0
196,41,646,0.0,0,0
197,33,646,0.0,0,1
198,33,640,5.0,0,1
199,47,640,5.0,0,0
200,33,640,5.0,0,1
201,33,640,5.0,0,1
202,33,640,5.0,0,1
203,31,640,5.0,0,1
204,33,7,4.0,0,1
205,48,7,4.0,0,0
206,33,7,4.0,0,0
207,28,7,4.0,0,1
208,33,7,4.0,0,1
209,33,7,4.0,0,1
210,33,7,4.0,0,1
211,33,7,4.0,0,0
212,24,233,4.0,0,1
213,34,233,4.0,0,1
214,22,233,4.0,0,1
215,52,233,4.0,0,1
216,33,233,4.0,0,1
217,33,233,4.0,0,1
218,42,233,4.0,0,1
219,33,233,4.0,0,1
220,50,1050,0.0,0,1
221,34,1050,0.0,0,1
222,50,1050,0.0,0,0
223,33,1050,0.0,0,1
224,41,1050,0.0,0,1
225,33,1050,0.0,0,1
226,33,1050,0.0,0,1
227,33,750,3.0,0,1
228,33,750,3.0,0,1
229,41,750,3.0,0,1
230,58,750,3.0,0,0
231,33,750,3.0,0,1
232,33,750,3.0,0,1
233,33,750,3.0,0,1
234,33,750,3.0,0,1
235,33,750,3.0,0,1
236,33,482,5.0,0,1
237,33,482,5.0,0,1
238,33,482,5.0,0,1
239,52,482,5.0,0,0
240,33,482,5.0,0,1
241,37,482,5.0,0,1
242,33,482,5.0,0,1
243,33,482,5.0,0,1
244,38,482,5.0,0,1
245,33,482,5.0,0,1
246,39,482,5.0,0,0
247,33,482,5.0,0,1
248,39,748,3.0,0,1
249,32,748,3.0,0,1
250,37,748,3.0,0,1
251,33,748,3.0,0,1
252,54,748,3.0,0,1
253,51,748,3.0,0,1
254,33,748,3.0,0,1
255,42,748,3.0,0,0
256,32,748,3.0,0,1
257,49,710,0.0,0,1
258,33,710,0.0,0,1
259,21,710,0.0,0,1
260,34,710,0.0,0,1
261,33,710,0.0,0,1
262,33,710,0.0,0,1
263,33,710,0.0,0,1
264,33,710,0.0,0,1
265,33,710,0.0,0,1
266,33,1020,0.0,0,1
267,33,1020,0.0,0,1
268,33,1020,0.0,0,0
269,42,1020,0.0,0,1
270,33,1020,0.0,0,1
271,33,1020,0.0,0,1
272,39,1020,0.0,0,1
273,36,1020,0.0,0,1
274,33,1070,0.0,0,1
275,33,1070,0.0,0,1
276,34,1070,0.0,0,1
277,33,1070,0.0,0,1
278,33,1070,0.0,0,1
279,33,1070,0.0,0,1
280,48,1070,0.0,0,1
281,33,1070,0.0,0,1
282,33,1070,0.0,0,1
283,36,1070,0.0,0,1
284,33,450,5.0,0,1
285,43,450,5.0,0,0
286,33,450,5.0,0,1
287,33,450,5.0,0,1
288,33,450,5.0,0,1
289,35,450,5.0,0,1
290,44,450,5.0,0,0
291,38,450,5.0,0,1
292,34,597,13.0,0,1
293,45,597,13.0,0,1
294,62,597,13.0,0,0
295,33,597,13.0,0,1
296,33,597,13.0,0,1
297,43,597,13.0,0,1
298,33,597,13.0,0,1
299,33,640,7.0,0,1
300,33,640,7.0,0,1
301,42,640,7.0,0,1
302,30,640,7.0,0,1
303,33,640,7.0,0,1
304,33,640,7.0,0,1
305,33,640,7.0,0,0
306,41,640,7.0,0,1
307,45,640,7.0,0,0
308,25,30,7.0,0,1
309,33,30,7.0,0,1
310,33,30,7.0,0,1
311,33,30,7.0,0,1
312,25,30,7.0,0,1
313,33,30,7.0,0,1
314,33,30,7.0,0,1
315,33,30,7.0,0,1
316,33,30,7.0,0,1
317,33,141,4.0,0,1
318,33,141,4.0,0,1
319,33,141,4.0,0,1
320,33,141,4.0,0,1
321,56,141,4.0,0,0
322,33,141,4.0,0,1
323,33,141,4.0,0,1
324,33,141,4.0,0,0
325,43,141,4.0,0,1
326,53,584,12.0,0,1
327,23,584,12.0,0,1
328,48,584,12.0,0,0
329,35,584,12.0,0,1
330,33,584,12.0,0,1
331,33,584,12.0,0,1
332,33,584,12.0,0,1
333,37,584,12.0,0,1
334,47,645,0.0,0,0
335,28,645,0.0,0,1
336,33,645,0.0,0,1
337,21,645,0.0,0,1
338,33,645,0.0,0,1
339,33,645,0.0,0,1
340,33,645,0.0,0,1
341,55,645,0.0,0,0
342,33,645,0.0,0,1
343,33,20,8.0,0,1
344,33,20,8.0,0,1
345,33,20,8.0,0,0
346,33,20,8.0,0,1
347,33,20,8.0,0,1
348,33,20,8.0,0,1
349,33,20,8.0,0,1
350,33,26,11.0,0,0
351,36,26,11.0,0,1
352,33,26,11.0,0,1
353,47,26,11.0,0,1
354,27,26,11.0,0,1
355,33,26,11.0,0,1
356,52,26,11.0,0,1
357,33,26,11.0,0,1
358,23,26,11.0,0,1
359,33,26,11.0,0,1
360,34,26,11.0,0,0
361,33,289,10.0,0,0
362,33,289,10.0,0,1
363,33,289,10.0,0,1
364,37,289,10.0,0,1
365,33,289,10.0,0,1
366,33,289,10.0,0,1
367,33,289,10.0,0,1
368,33,840,0.0,0,1
369,33,840,0.0,0,1
370,33,840,0.0,0,1
371,33,840,0.0,0,1
372,33,840,0.0,0,1
373,49,840,0.0,0,1
374,51,840,0.0,0,0
375,24,840,0.0,0,1
376,33,840,0.0,0,1
377,46,13,3.0,0,1
378,26,13,3.0,0,1
379,24,13,3.0,0,1
380,33,13,3.0,0,1
381,33,13,3.0,0,1
382,33,13,3.0,0,1
383,33,13,3.0,0,1
384,33,13,3.0,0,1
385,33,7,9.0,0,1
386,33,7,9.0,0,1
387,40,7,9.0,0,1
388,33,7,9.0,0,1
389,48,7,9.0,0,1
390,48,50,0.0,0,1
391,52,50,0.0,0,0
392,37,50,0.0,0,1
393,33,50,0.0,0,1
394,33,50,0.0,0,1
395,55,50,0.0,0,1
396,26,50,0.0,0,1
397,28,750,1.0,0,1
398,33,750,1.0,0,1
399,29,750,1.0,0,1
400,33,750,1.0,0,1
401,33,750,1.0,0,1
402,49,750,1.0,0,1
403,33,25,8.0,0,1
404,33,25,8.0,0,1
405,24,25,8.0,0,1
406,41,25,8.0,0,1
407,33,25,8.0,0,1
408,33,25,8.0,0,1
409,43,25,8.0,0,1
410,33,25,8.0,0,1
411,33,25,8.0,0,1
412,28,3,0.0,0,1
413,40,3,0.0,0,1
414,42,3,0.0,0,1
415,19,3,0.0,0,1
416,33,3,0.0,0,1
417,26,3,0.0,0,1
418,33,5280,14.0,0,1
419,25,5280,14.0,0,1
420,33,5280,14.0,0,1
421,33,5280,14.0,0,1
422,40,5280,14.0,0,1
423,33,5280,14.0,0,1
424,33,5280,14.0,0,1
425,34,5280,14.0,0,1
426,33,5280,14.0,0,1
427,33,5280,14.0,0,1
428,25,646,0.0,0,1
429,36,646,0.0,0,0
430,33,646,0.0,0,1
431,23,646,0.0,0,1
432,33,646,0.0,0,1
433,47,646,0.0,0,1
434,44,646,0.0,0,1
435,33,646,0.0,0,1
436,53,646,0.0,0,1
437,33,646,0.0,0,1
438,33,646,0.0,0,1
439,33,646,0.0,0,1
440,33,646,0.0,0,1
441,44,7,15.0,0,1
442,33,7,15.0,0,1
443,33,7,15.0,0,1
444,30,7,15.0,0,1
445,50,7,15.0,0,0
446,33,7,15.0,0,1
447,52,7,15.0,0,0
448,45,7,15.0,0,1
449,33,7,15.0,0,1
450,51,7,15.0,0,1
451,33,594,8.0,0,1
452,26,594,8.0,0,1
453,38,594,8.0,0,1
454,30,594,8.0,0,1
455,33,597,10.0,0,0
456,33,597,10.0,0,1
457,46,597,10.0,0,1
458,49,597,10.0,0,0
459,33,597,10.0,0,1
460,22,597,10.0,0,1
461,33,710,0.0,0,1
462,33,710,0.0,0,1
463,33,710,0.0,0,1
464,33,710,0.0,0,1
465,26,710,0.0,0,1
466,57,710,0.0,0,0
467,26,710,0.0,0,1
468,33,710,0.0,0,1
469,33,710,0.0,0,1
470,33,710,0.0,0,1
471,33,640,3.0,0,1
472,30,640,3.0,0,1
473,33,640,3.0,0,1
474,31,640,3.0,0,1
475,33,640,3.0,0,1
476,33,640,3.0,0,1
477,33,640,3.0,0,1
478,33,640,3.0,0,1
479,33,640,3.0,0,1
480,44,1070,0.0,0,0
481,33,1070,0.0,0,1
482,33,1070,0.0,0,1
483,33,1070,0.0,0,1
484,33,1070,0.0,0,1
485,48,1070,0.0,0,0
486,24,1070,0.0,0,1
487,33,1070,0.0,0,1
488,33,1070,0.0,0,1
489,33,233,2.0,0,1
490,33,233,2.0,0,1
491,33,233,2.0,0,1
492,33,233,2.0,0,1
493,33,233,2.0,0,1
494,33,233,2.0,0,1
495,58,233,2.0,0,1
496,44,233,2.0,0,1
497,58,233,2.0,0,1
498,33,233,2.0,0,1
499,33,233,2.0,0,1
500,33,233,2.0,0,1
501,33,233,2.0,0,1
502,21,233,2.0,0,1
503,25,233,2.0,0,1
504,33,1050,0.0,0,1
505,33,1050,0.0,0,1
506,33,1050,0.0,0,1
507,45,1050,0.0,0,1
508,33,1050,0.0,0,1
509,32,1050,0.0,0,0
510,42,1050,0.0,0,1
511,33,3,11.0,0,1
512,33,3,11.0,0,1
513,21,3,11.0,0,1
514,30,3,11.0,0,1
515,33,3,11.0,0,1
516,23,482,6.0,0,1
517,33,482,6.0,0,1
518,37,482,6.0,0,0
519,23,482,6.0,0,1
520,48,482,6.0,0,1
521,20,482,6.0,0,1
522,23,482,6.0,0,1
523,22,482,6.0,0,1
524,33,482,6.0,0,1
525,33,482,6.0,0,1
526,33,482,6.0,0,1
527,31,482,6.0,0,1
528,33,50,0.0,0,1
529,33,50,0.0,0,1
530,35,50,0.0,0,1
531,33,50,0.0,0,0
532,50,50,0.0,0,1
533,33,50,0.0,0,1
534,33,50,0.0,0,1
535,25,50,0.0,0,1
536,33,50,0.0,0,1
537,33,50,0.0,0,1
538,33,50,0.0,0,1
539,33,50,0.0,0,1
540,33,50,0.0,0,0
541,27,750,7.0,0,1
542,33,750,7.0,0,1
543,33,750,7.0,0,1
544,33,750,7.0,0,1
545,41,750,7.0,0,1
546,29,750,7.0,0,1
547,33,750,7.0,0,1
548,26,750,7.0,0,1
549,33,750,7.0,0,1
550,48,750,7.0,0,1
551,46,750,7.0,0,1
552,50,430,13.0,0,0
553,33,430,13.0,0,1
554,36,430,13.0,0,0
555,38,430,13.0,0,1
556,33,430,13.0,0,1
557,53,430,13.0,0,0
558,33,118,15.0,0,1
559,33,118,15.0,0,1
560,41,118,15.0,0,1
561,33,118,15.0,0,1
562,33,118,15.0,0,1
563,33,118,15.0,0,1
564,33,118,15.0,0,1
565,33,13,8.0,0,1
566,33,13,8.0,0,1
567,47,13,8.0,0,0
568,30,13,8.0,0,1
569,33,13,8.0,0,1
570,52,13,8.0,0,0
571,28,13,8.0,0,1
572,44,13,8.0,0,1
573,33,141,12.0,0,1
574,33,141,12.0,0,1
575,40,141,12.0,0,1
576,33,141,12.0,0,1
577,54,141,12.0,0,0
578,45,141,12.0,0,1
579,46,141,12.0,0,1
580,32,141,12.0,0,1
581,33,645,0.0,0,1
582,33,645,0.0,0,1
583,20,645,0.0,0,1
584,54,645,0.0,0,0
585,33,645,0.0,0,1
586,36,645,0.0,0,1
587,33,645,0.0,0,1
588,33,645,0.0,0,1
589,33,645,0.0,0,1
590,38,645,0.0,0,1
591,33,645,0.0,0,1
592,33,645,0.0,0,0
593,29,1020,3.0,0,1
594,33,1020,3.0,0,1
595,33,1020,3.0,0,1
596,32,1020,3.0,0,1
597,32,1020,3.0,0,1
598,31,1020,3.0,0,1
599,30,1020,3.0,0,1
600,36,1020,3.0,0,1
601,33,748,4.0,0,1
602,33,748,4.0,0,1
603,33,748,4.0,0,1
604,33,748,4.0,0,1
605,33,748,4.0,0,1
606,35,748,4.0,0,1
607,33,748,4.0,0,1
608,33,748,4.0,0,1
609,46,748,4.0,0,0
610,38,748,4.0,0,1
611,33,748,4.0,0,0
612,47,20,7.0,0,1
613,32,20,7.0,0,1
614,33,20,7.0,0,1
615,33,20,7.0,0,1
616,48,20,7.0,0,0
617,33,20,7.0,0,1
618,33,20,7.0,0,1
619,33,20,7.0,0,1
620,42,20,7.0,0,1
621,36,20,7.0,0,1
622,44,20,7.0,0,0
623,31,3,10.0,0,1
624,33,3,10.0,0,1
625,33,3,10.0,0,1
626,48,3,10.0,0,1
627,32,3,10.0,0,1
628,32,3,10.0,0,1
629,33,3,10.0,0,1
630,45,3,10.0,0,1
631,33,450,8.0,0,1
632,33,450,8.0,0,0
633,37,450,8.0,0,1
634,23,450,8.0,0,1
635,33,450,8.0,0,1
636,33,450,8.0,0,1
637,33,450,8.0,0,1
638,33,30,10.0,0,1
639,33,30,10.0,0,1
640,55,30,10.0,0,0
641,33,30,10.0,0,1
642,28,30,10.0,0,1
643,33,30,10.0,0,1
644,29,3,0.0,0,1
645,33,3,0.0,0,1
646,33,3,0.0,0,1
647,42,3,0.0,0,1
648,33,3,0.0,0,1
649,33,3,0.0,0,1
650,33,3,0.0,0,1
651,33,3,0.0,0,1
652,33,3,0.0,0,1
653,33,1070,0.0,0,1
654,39,1070,0.0,0,1
655,33,1070,0.0,0,1
656,33,1070,0.0,0,1
657,29,1070,0.0,0,1
658,22,1070,0.0,0,1
659,33,1070,0.0,0,1
660,44,1070,0.0,0,1
661,33,1070,0.0,0,1
662,33,1070,0.0,0,1
663,33,1070,0.0,0,1
664,33,1070,0.0,0,0
665,49,118,14.0,0,1
666,33,118,14.0,0,1
667,33,118,14.0,0,1
668,33,118,14.0,0,1
669,68,118,14.0,0,0
670,46,118,14.0,0,1
671,38,118,14.0,0,1
672,54,118,14.0,0,1
673,33,118,14.0,0,1
674,29,118,14.0,0,1
675,41,118,14.0,0,0
676,33,25,7.0,0,1
677,33,25,7.0,0,1
678,33,25,7.0,0,1
679,40,25,7.0,0,1
680,22,25,7.0,0,1
681,49,25,7.0,0,1
682,20,25,7.0,0,1
683,33,25,7.0,0,1
684,33,3,7.0,0,1
685,50,3,7.0,0,1
686,33,3,7.0,0,1
687,33,3,7.0,0,1
688,62,3,7.0,0,1
689,32,3,7.0,0,1
690,40,3,7.0,0,0
691,33,3,7.0,0,1
692,38,3,7.0,0,1
693,26,640,5.0,0,1
694,33,640,5.0,0,1
695,22,640,5.0,0,1
696,33,640,5.0,0,1
697,37,640,5.0,0,1
698,48,640,5.0,0,1
699,41,640,5.0,0,1
700,51,640,5.0,0,1
701,53,640,5.0,0,1
702,38,640,5.0,0,1
703,23,640,5.0,0,1
704,33,1020,2.0,0,1
705,41,1020,2.0,0,1
706,44,1020,2.0,0,1
707,33,1020,2.0,0,1
708,33,1020,2.0,0,0
709,33,1020,2.0,0,1
710,50,1020,2.0,0,0
711,33,1020,2.0,0,1
712,46,1020,2.0,0,0
713,33,1020,2.0,0,1
714,47,7,3.0,0,1
715,22,7,3.0,0,1
716,21,7,3.0,0,1
717,32,7,3.0,0,1
718,33,7,3.0,0,1
719,33,289,13.0,0,1
720,33,289,13.0,0,1
721,33,289,13.0,0,1
722,33,289,13.0,0,1
723,33,289,13.0,0,1
724,40,289,13.0,0,0
725,33,289,13.0,0,1
726,33,289,13.0,0,1
727,38,840,0.0,0,1
728,39,840,0.0,0,1
729,53,840,0.0,0,1
730,33,840,0.0,0,1
731,33,840,0.0,0,1
732,33,840,0.0,0,1
733,33,840,0.0,0,1
734,40,840,0.0,0,1
735,33,840,0.0,0,1
736,33,840,0.0,0,1
737,33,141,9.0,0,1
738,33,141,9.0,0,1
739,33,141,9.0,0,1
740,43,141,9.0,0,0
741,20,141,9.0,0,1
742,38,141,9.0,0,1
743,33,141,9.0,0,1
744,33,141,9.0,0,1
745,33,584,20.0,0,1
746,33,584,20.0,0,0
747,33,584,20.0,0,1
748,33,584,20.0,0,0
749,38,584,20.0,0,1
750,20,584,20.0,0,1
751,33,584,20.0,0,1
752,33,584,20.0,0,1
753,33,233,2.0,0,1
754,33,233,2.0,0,1
755,55,233,2.0,0,0
756,33,233,2.0,0,1
757,25,233,2.0,0,1
758,33,233,2.0,0,1
759,31,5280,7.0,0,1
760,53,5280,7.0,0,1
761,33,5280,7.0,0,1
762,48,5280,7.0,0,1
763,33,7,13.0,0,1
764,39,7,13.0,0,1
765,33,7,13.0,0,1
766,21,7,13.0,0,1
767,55,7,13.0,0,0
768,33,7,13.0,0,1
769,33,3,3.0,0,1
770,33,3,3.0,0,1
771,47,3,3.0,0,1
772,33,3,3.0,0,1
773,33,3,3.0,0,1
774,33,3,3.0,0,1
775,37,3,3.0,0,0
776,33,3,3.0,0,1
777,35,3,3.0,0,1
778,25,20,8.0,0,1
779,33,20,8.0,0,1
780,28,20,8.0,0,1
781,34,20,8.0,0,1
782,33,20,8.0,0,1
783,31,20,8.0,0,1
784,53,20,8.0,0,0
785,33,20,8.0,0,1
786,22,20,8.0,0,1
787,33,20,8.0,0,1
788,35,20,8.0,0,1
789,33,710,0.0,0,1
790,47,710,0.0,0,1
791,31,710,0.0,0,1
792,33,710,0.0,0,1
793,26,710,0.0,0,1
794,33,710,0.0,0,1
795,33,710,0.0,0,1
796,33,710,0.0,0,1
797,33,710,0.0,0,1
798,21,482,2.0,0,1
799,33,482,2.0,0,1
800,29,482,2.0,0,1
801,37,482,2.0,0,1
802,37,482,2.0,0,1
803,33,482,2.0,0,1
804,26,482,2.0,0,1
805,33,482,2.0,0,1
806,33,5280,6.0,0,1
807,33,5280,6.0,0,1
808,19,5280,6.0,0,1
809,33,5280,6.0,0,1
810,45,5280,6.0,0,0
811,33,5280,6.0,0,1
812,39,5280,6.0,0,1
813,45,430,2.0,0,1
814,29,430,2.0,0,1
815,33,430,2.0,0,1
816,33,430,2.0,0,1
817,33,430,2.0,0,0
818,50,430,2.0,0,1
819,33,430,2.0,0,1
820,33,430,2.0,0,1
821,52,1050,0.0,0,1
822,40,1050,0.0,0,0
823,55,1050,0.0,0,1
824,33,1050,0.0,0,1
825,25,1050,0.0,0,1
826,50,1050,0.0,0,0
827,33,1050,0.0,0,1
828,38,1050,0.0,0,1
829,20,1050,0.0,0,1
830,33,1050,0.0,0,1
831,33,1050,0.0,0,1
832,39,597,7.0,0,1
833,43,597,7.0,0,1
834,33,597,7.0,0,1
835,44,597,7.0,0,1
836,33,597,7.0,0,1
837,33,597,7.0,0,1
838,33,597,7.0,0,1
839,33,597,7.0,0,1
840,33,646,0.0,0,1
841,33,646,0.0,0,1
842,33,646,0.0,0,1
843,33,646,0.0,0,1
844,33,646,0.0,0,1
845,33,646,0.0,0,1
846,33,646,0.0,0,1
847,46,646,0.0,0,1
848,45,646,0.0,0,0
849,33,646,0.0,0,1
850,33,646,0.0,0,1
851,33,3,0.0,0,1
852,34,3,0.0,0,1
853,33,3,0.0,0,1
854,33,3,0.0,0,1
855,33,3,0.0,0,1
856,33,594,6.0,0,1
857,33,594,6.0,0,1
858,46,594,6.0,0,1
859,38,594,6.0,0,1
860,42,594,6.0,0,0
861,33,594,6.0,0,1
862,52,594,6.0,0,0
863,33,594,6.0,0,1
864,30,594,6.0,0,1
865,33,594,6.0,0,1
866,33,594,6.0,0,1
867,44,640,6.0,0,1
868,33,640,6.0,0,1
869,33,640,6.0,0,1
870,33,640,6.0,0,1
871,33,640,6.0,0,1
872,33,640,6.0,0,1
873,33,640,6.0,0,1
874,33,640,6.0,0,1
875,33,640,6.0,0,1
876,33,640,6.0,0,1
877,33,645,0.0,0,1
878,33,645,0.0,0,1
879,33,645,0.0,0,1
880,33,645,0.0,0,1
881,26,645,0.0,0,1
882,63,645,0.0,0,1
883,37,645,0.0,0,1
884,29,645,0.0,0,1
885,33,645,0.0,0,1
886,39,450,12.0,0,0
887,45,450,12.0,0,0
888,28,450,12.0,0,1
889,22,450,12.0,0,1
890,29,450,12.0,0,1
891,47,3,0.0,0,0
892,31,3,0.0,0,1
893,25,3,0.0,0,1
894,33,3,0.0,0,1
895,31,3,0.0,0,1
896,33,3,0.0,0,1
897,50,3,0.0,0,1
898,33,3,0.0,0,1
899,33,3,0.0,0,1
900,33,13,19.0,0,1
901,41,13,19.0,0,1
902,33,13,19.0,0,1
903,33,13,19.0,0,1
904,33,13,19.0,0,1
905,33,13,19.0,0,1
906,20,13,19.0,0,1
907,33,13,19.0,0,1
908,23,141,5.0,0,1
909,28,141,5.0,0,1
910,33,141,5.0,0,1
911,33,141,5.0,0,1
912,33,141,5.0,0,1
913,33,141,5.0,0,1
914,20,289,11.0,0,1
915,33,289,11.0,0,1
916,33,289,11.0,0,1
917,33,289,11.0,0,1
918,38,289,11.0,0,1
919,33,289,11.0,0,1
920,29,289,11.0,0,1
921,34,289,11.0,0,0
922,47,289,11.0,0,1
923,45,710,0.0,0,0
924,21,710,0.0,0,1
925,29,710,0.0,0,1
926,55,710,0.0,0,1
927,33,710,0.0,0,1
928,45,710,0.0,0,1
929,33,710,0.0,0,0
930,51,710,0.0,0,1
931,33,1020,5.0,0,1
932,50,1020,5.0,0,0
933,33,1020,5.0,0,1
934,33,1020,5.0,0,1
935,33,1020,5.0,0,1
936,28,1020,5.0,0,1
937,35,1020,5.0,0,1
938,33,1020,5.0,0,1
939,33,1020,5.0,0,1
940,33,1020,5.0,0,1
941,33,594,9.0,0,0
942,22,594,9.0,0,1
943,25,594,9.0,0,1
944,33,594,9.0,0,1
945,19,594,9.0,0,1
946,33,594,9.0,0,1
947,20,594,9.0,0,1
948,42,594,9.0,0,0
949,33,594,9.0,0,1
950,40,594,9.0,0,0
951,33,750,2.0,0,1
952,33,750,2.0,0,1
953,42,750,2.0,0,1
954,33,750,2.0,0,1
955,54,750,2.0,0,0
956,33,750,2.0,0,1
957,33,750,2.0,0,1
958,41,750,2.0,0,1
959,33,646,0.0,0,1
960,33,646,0.0,0,1
961,33,646,0.0,0,1
962,53,646,0.0,0,0
963,33,646,0.0,0,0
964,52,646,0.0,0,1
965,33,646,0.0,0,1
966,33,646,0.0,0,1
967,33,646,0.0,0,1
968,33,7,11.0,0,0
969,33,7,11.0,0,1
970,33,7,11.0,0,1
971,29,7,11.0,0,1
972,43,7,11.0,0,1
973,24,7,11.0,0,1
974,33,7,11.0,0,1
975,33,50,0.0,0,1
976,33,50,0.0,0,1
977,33,50,0.0,0,1
978,33,50,0.0,0,1
979,40,50,0.0,0,1
980,33,50,0.0,0,1
981,33,50,0.0,0,1
982,43,50,0.0,0,1
983,33,50,0.0,0,1
984,37,597,23.0,0,1
985,33,597,23.0,0,1
986,53,597,23.0,0,0
987,33,597,23.0,0,0
