,Distance (scaled),Elevation (scaled),Wind (scaled),Is snowing,Result
6015,33,7,17.0,0,1
6016,33,748,0.0,0,1
6017,33,748,0.0,0,1
6018,33,748,0.0,0,1
6019,33,748,0.0,0,1
6020,33,748,0.0,0,1
6021,33,748,0.0,0,1
6022,35,748,0.0,0,1
6023,29,748,0.0,0,1
6024,33,7,4.0,0,1
6025,33,7,4.0,0,1
6026,21,7,4.0,0,1
6027,33,7,4.0,0,1
6028,34,7,4.0,0,1
6029,33,3,0.0,0,1
6030,34,3,0.0,0,1
6031,33,3,0.0,0,1
6032,33,3,0.0,0,1
6033,33,3,0.0,0,1
6034,33,7,4.0,0,1
6035,33,7,4.0,0,1
6036,33,7,4.0,0,1
6037,33,7,4.0,0,1
6038,41,7,4.0,0,1
6039,33,7,4.0,0,0
6040,46,7,4.0,0,1
6041,32,7,4.0,0,1
6042,33,646,0.0,0,1
6043,28,646,0.0,0,1
6044,33,646,0.0,0,1
6045,43,646,0.0,0,1
6046,53,646,0.0,0,0
6047,38,646,0.0,0,1
6048,28,646,0.0,0,1
6049,46,25,0.0,0,0
6050,52,25,0.0,0,1
6051,24,25,0.0,0,1
6052,46,25,0.0,0,1
6053,33,25,0.0,0,1
6054,33,25,0.0,0,1
6055,49,25,0.0,0,1
6056,33,5280,0.0,0,1
6057,33,5280,0.0,0,1
6058,33,5280,0.0,0,1
6059,52,5280,0.0,0,0
6060,33,5280,0.0,0,1
6061,33,5280,0.0,0,1
6062,33,640,14.0,0,1
6063,44,640,14.0,0,1
6064,33,640,14.0,0,1
6065,27,640,14.0,0,1
6066,36,640,14.0,0,1
6067,33,640,14.0,0,1
6068,33,640,14.0,0,1
6069,33,640,14.0,0,1
6070,29,640,14.0,0,1
6071,42,640,14.0,0,0
6072,39,640,14.0,0,1
6073,33,645,0.0,0,1
6074,33,645,0.0,0,0
6075,33,645,0.0,0,1
6076,22,645,0.0,0,1
6077,58,645,0.0,0,0
6078,33,645,0.0,0,1
6079,33,645,0.0,0,1
6080,45,645,0.0,0,1
6081,29,645,0.0,0,1
6082,30,645,0.0,0,1
6083,56,645,0.0,0,1
6084,45,645,0.0,0,1
6085,29,645,0.0,0,1
6086,33,13,7.0,0,1
6087,33,13,7.0,0,1
6088,33,13,7.0,0,1
6089,33,13,7.0,0,1
6090,33,13,7.0,0,1
6091,33,13,7.0,0,1
6092,33,13,7.0,0,0
6093,46,13,7.0,0,1
6094,22,13,7.0,0,1
6095,42,13,7.0,0,0
6096,31,50,0.0,0,1
6097,33,50,0.0,0,1
6098,33,50,0.0,0,1
6099,33,50,0.0,0,1
6100,42,50,0.0,0,0
6101,55,50,0.0,0,0
6102,37,50,0.0,0,1
6103,35,3,4.0,0,1
6104,51,3,4.0,0,0
6105,33,3,4.0,0,1
6106,33,3,4.0,0,1
6107,39,3,4.0,0,1
6108,33,482,12.0,0,1
6109,31,482,12.0,0,1
6110,40,482,12.0,0,1
6111,33,482,12.0,0,1
6112,33,482,12.0,0,1
6113,33,482,12.0,0,1
6114,51,482,12.0,0,1
6115,33,482,12.0,0,1
6116,33,482,12.0,0,1
6117,23,450,9.0,0,1
6118,33,450,9.0,0,1
6119,44,710,0.0,0,1
6120,33,710,0.0,0,1
6121,33,710,0.0,0,1
6122,33,710,0.0,0,1
6123,33,710,0.0,0,1
6124,33,710,0.0,0,1
6125,33,710,0.0,0,1
6126,33,710,0.0,0,1
6127,24,710,0.0,0,1
6128,33,710,0.0,0,1
6129,33,710,0.0,0,1
6130,33,289,6.0,0,1
6131,33,289,6.0,0,0
6132,22,289,6.0,0,1
6133,44,289,6.0,0,0
6134,37,289,6.0,0,1
6135,44,289,6.0,0,1
6136,33,289,6.0,0,1
6137,53,289,6.0,0,0
6138,28,289,6.0,0,1
6139,33,289,6.0,0,1
6140,52,289,6.0,0,1
6141,33,289,6.0,0,1
6142,33,594,8.0,0,1
6143,33,594,8.0,0,1
6144,33,594,8.0,0,1
6145,33,594,8.0,0,1
6146,33,594,8.0,0,1
6147,33,594,8.0,0,1
6148,25,594,8.0,0,1
6149,33,750,7.0,0,1
6150,53,750,7.0,0,1
6151,35,750,7.0,0,1
6152,33,750,7.0,0,0
6153,29,750,7.0,0,1
6154,43,750,7.0,0,1
6155,56,3,0.0,0,0
6156,33,3,0.0,0,1
6157,33,3,0.0,0,1
6158,54,3,0.0,0,1
6159,34,3,0.0,0,1
6160,42,3,0.0,0,1
6161,33,3,0.0,0,1
6162,33,3,0.0,0,1
6163,33,3,0.0,0,1
6164,33,1020,22.0,0,1
6165,55,1020,22.0,0,1
6166,42,1020,22.0,0,1
6167,44,1020,22.0,0,1
6168,26,1020,22.0,0,1
6169,33,1020,22.0,0,0
6170,33,50,0.0,0,1
6171,34,50,0.0,0,0
6172,33,50,0.0,0,1
6173,33,50,0.0,0,1
6174,22,50,0.0,0,1
6175,33,50,0.0,0,1
6176,40,62,0.0,0,1
6177,33,62,0.0,0,1
6178,33,62,0.0,0,1
6179,44,62,0.0,0,1
6180,37,62,0.0,0,1
6181,33,62,0.0,0,1
6182,33,62,0.0,0,1
6183,33,62,0.0,0,1
6184,33,482,11.0,0,0
6185,43,482,11.0,0,1
6186,33,482,11.0,0,1
6187,38,482,11.0,0,0
6188,33,482,11.0,0,1
6189,48,482,11.0,0,1
6190,38,482,11.0,0,1
6191,33,482,11.0,0,1
6192,43,482,11.0,0,1
6193,41,646,0.0,0,1
6194,31,646,0.0,0,1
6195,33,646,0.0,0,1
6196,33,646,0.0,0,1
6197,31,646,0.0,0,1
6198,41,646,0.0,0,1
6199,30,646,0.0,0,1
6200,49,646,0.0,0,1
6201,33,597,27.0,0,1
6202,41,597,27.0,0,1
6203,35,597,27.0,0,1
6204,34,597,27.0,0,1
6205,33,597,27.0,0,0
6206,39,7,11.0,0,1
6207,48,7,11.0,0,1
6208,33,7,11.0,0,1
6209,34,7,11.0,0,1
6210,33,7,11.0,0,1
6211,52,7,11.0,0,0
6212,51,7,11.0,0,1
6213,48,7,11.0,0,1
6214,56,7,11.0,0,0
6215,33,3,0.0,0,0
6216,33,3,0.0,0,1
6217,33,3,0.0,0,0
6218,33,3,0.0,0,1
6219,33,3,0.0,0,1
6220,31,3,0.0,0,1
6221,32,3,0.0,0,1
6222,43,3,0.0,0,1
6223,46,3,0.0,0,1
6224,33,20,4.0,0,1
6225,33,20,4.0,0,1
6226,56,20,4.0,0,0
6227,33,20,4.0,0,1
6228,50,20,4.0,0,1
6229,33,20,4.0,0,1
6230,33,20,4.0,0,0
6231,33,20,4.0,0,1
6232,33,20,4.0,0,1
6233,33,1050,0.0,0,1
6234,33,1050,0.0,0,1
6235,33,1050,0.0,0,0
6236,21,1050,0.0,0,1
6237,33,1050,0.0,0,1
6238,33,1050,0.0,0,1
6239,33,1050,0.0,0,1
6240,31,1050,0.0,0,1
6241,33,2001,0.0,0,1
6242,52,2001,0.0,0,1
6243,38,2001,0.0,0,1
6244,33,2001,0.0,0,1
6245,36,2001,0.0,0,1
6246,49,2001,0.0,0,1
6247,33,748,9.0,0,1
6248,33,748,9.0,0,1
6249,33,748,9.0,0,1
6250,31,748,9.0,0,1
6251,33,748,9.0,0,1
6252,38,748,9.0,0,1
6253,48,748,9.0,0,1
6254,38,748,9.0,0,1
6255,43,584,14.0,0,1
6256,33,584,14.0,0,1
6257,33,584,14.0,0,1
6258,50,584,14.0,0,1
6259,33,584,14.0,0,1
6260,42,584,14.0,0,1
6261,55,584,14.0,0,1
6262,41,584,14.0,0,0
6263,33,584,14.0,0,1
6264,33,26,4.0,0,1
6265,23,26,4.0,0,1
6266,21,26,4.0,0,1
6267,33,26,4.0,0,1
6268,33,26,4.0,0,1
6269,33,26,4.0,0,1
6270,24,26,4.0,0,1
6271,33,26,4.0,0,1
6272,33,26,4.0,0,1
6273,25,26,4.0,0,1
6274,23,640,8.0,0,1
6275,33,640,8.0,0,1
6276,33,640,8.0,0,1
6277,33,640,8.0,0,1
6278,33,640,8.0,0,1
6279,33,640,8.0,0,1
6280,33,640,8.0,0,1
6281,44,640,8.0,0,1
6282,33,640,8.0,0,1
6283,33,640,8.0,0,1
6284,20,640,8.0,0,1
6285,33,640,8.0,0,1
6286,43,640,8.0,0,1
6287,35,450,17.0,0,1
6288,33,450,17.0,0,1
6289,37,450,17.0,0,1
6290,37,450,17.0,0,1
6291,28,450,17.0,0,1
6292,33,5280,8.0,0,1
6293,33,5280,8.0,0,1
6294,38,5280,8.0,0,1
6295,36,5280,8.0,0,1
6296,52,5280,8.0,0,1
6297,33,5280,8.0,0,1
6298,33,5280,8.0,0,1
6299,33,5280,8.0,0,1
6300,33,430,0.0,0,1
6301,47,430,0.0,0,0
6302,44,430,0.0,0,1
6303,33,430,0.0,0,1
6304,29,430,0.0,0,1
6305,53,1070,0.0,0,1
6306,33,1070,0.0,0,1
6307,55,1070,0.0,0,1
6308,33,1070,0.0,0,1
6309,35,1070,0.0,0,1
6310,53,1070,0.0,0,1
6311,33,1070,0.0,0,1
6312,33,1070,0.0,0,1
6313,33,1070,0.0,0,1
6314,33,1070,0.0,0,1
6315,49,1070,0.0,0,1
6316,33,1020,19.0,0,1
6317,33,1020,19.0,0,1
6318,33,1020,19.0,0,1
6319,33,1020,19.0,0,1
6320,33,1020,19.0,0,1
6321,25,1020,19.0,0,1
6322,54,1020,19.0,0,1
6323,33,1020,19.0,0,0
6324,37,1020,19.0,0,1
6325,33,1020,19.0,0,1
6326,23,3,13.0,0,1
6327,36,3,13.0,0,1
6328,33,3,13.0,0,1
6329,46,3,13.0,0,1
6330,31,3,13.0,0,1
6331,37,3,13.0,0,1
6332,33,3,13.0,0,1
6333,36,3,13.0,0,1
6334,33,3,13.0,0,1
6335,33,62,0.0,0,1
6336,33,62,0.0,0,1
6337,33,62,0.0,0,1
6338,27,62,0.0,0,1
6339,33,62,0.0,0,1
6340,28,62,0.0,0,1
6341,38,62,0.0,0,1
6342,33,62,0.0,0,1
6343,53,840,0.0,0,0
6344,49,840,0.0,0,0
6345,33,840,0.0,0,0
6346,38,840,0.0,0,1
6347,33,840,0.0,0,1
6348,33,840,0.0,0,1
6349,42,840,0.0,0,1
6350,25,840,0.0,0,1
6351,33,840,0.0,0,1
6352,33,840,0.0,0,1
6353,33,840,0.0,0,1
6354,33,50,0.0,0,1
6355,37,50,0.0,0,1
6356,33,50,0.0,0,1
6357,21,50,0.0,0,1
6358,33,50,0.0,0,0
6359,61,50,0.0,0,1
6360,38,50,0.0,0,1
6361,33,50,0.0,0,0
6362,33,482,9.0,0,1
6363,37,482,9.0,0,1
6364,33,482,9.0,0,1
6365,28,482,9.0,0,1
6366,38,482,9.0,0,1
6367,24,482,9.0,0,1
6368,46,482,9.0,0,0
6369,33,482,9.0,0,1
6370,33,482,9.0,0,1
6371,47,482,9.0,0,0
6372,41,482,9.0,0,1
6373,37,646,0.0,0,1
6374,33,646,0.0,0,1
6375,33,646,0.0,0,1
6376,29,646,0.0,0,1
6377,33,646,0.0,0,1
6378,29,646,0.0,0,1
6379,47,646,0.0,0,1
6380,45,646,0.0,0,1
6381,48,13,0.0,0,1
6382,30,13,0.0,0,1
6383,33,13,0.0,0,1
6384,33,13,0.0,0,1
6385,33,13,0.0,0,1
6386,33,13,0.0,0,1
6387,22,13,0.0,0,1
6388,33,13,0.0,0,1
6389,33,597,8.0,0,1
6390,33,597,8.0,0,1
6391,26,597,8.0,0,1
6392,33,597,8.0,0,1
6393,33,597,8.0,0,1
6394,53,5280,19.0,0,1
6395,54,5280,19.0,0,1
6396,51,5280,19.0,0,0
6397,58,5280,19.0,0,1
6398,26,5280,19.0,0,1
6399,33,5280,19.0,0,1
6400,33,3,8.0,0,0
6401,35,3,8.0,0,1
6402,26,3,8.0,0,1
6403,42,3,8.0,0,1
6404,27,3,8.0,0,1
6405,42,3,8.0,0,1
6406,33,3,8.0,0,0
6407,33,25,11.0,0,1
6408,33,25,11.0,0,1
6409,33,25,11.0,0,1
6410,33,25,11.0,0,1
6411,33,25,11.0,0,1
6412,38,25,11.0,0,1
6413,33,25,11.0,0,1
6414,29,25,11.0,0,1
6415,33,25,11.0,0,1
6416,33,7,12.0,0,1
6417,22,7,12.0,0,1
6418,33,7,12.0,0,1
6419,33,7,12.0,0,1
6420,52,7,12.0,0,1
6421,51,7,12.0,0,1
6422,25,7,12.0,0,1
6423,38,7,12.0,0,1
6424,35,7,12.0,0,1
6425,33,7,12.0,0,1
6426,33,62,0.0,0,1
6427,29,62,0.0,0,1
6428,33,62,0.0,0,1
6429,33,62,0.0,0,1
6430,32,62,0.0,0,1
6431,33,62,0.0,0,1
6432,33,62,0.0,0,1
6433,33,62,0.0,0,1
6434,33,584,8.0,0,1
6435,23,584,8.0,0,1
6436,47,584,8.0,0,0
6437,33,584,8.0,0,1
6438,39,584,8.0,0,1
6439,33,584,8.0,0,1
6440,48,584,8.0,0,1
6441,33,594,8.0,0,1
6442,37,594,8.0,0,1
6443,34,594,8.0,0,1
6444,33,594,8.0,0,1
6445,33,710,0.0,0,1
6446,33,710,0.0,0,1
6447,25,710,0.0,0,1
6448,41,710,0.0,0,1
6449,49,710,0.0,0,0
6450,33,710,0.0,0,1
6451,25,710,0.0,0,1
6452,33,710,0.0,0,1
6453,33,710,0.0,0,1
6454,39,26,0.0,0,1
6455,35,26,0.0,0,1
6456,45,26,0.0,0,0
6457,42,26,0.0,0,1
6458,33,7,9.0,0,1
6459,27,7,9.0,0,1
6460,33,7,9.0,0,1
6461,33,7,9.0,0,1
6462,24,7,9.0,0,1
6463,33,7,9.0,0,1
6464,33,7,9.0,0,1
6465,33,7,9.0,0,1
6466,33,7,9.0,0,1
6467,55,62,0.0,0,1
6468,39,62,0.0,0,1
6469,33,62,0.0,0,1
6470,33,62,0.0,0,1
6471,33,62,0.0,0,1
6472,35,62,0.0,0,1
6473,33,750,11.0,0,1
6474,26,750,11.0,0,1
6475,36,750,11.0,0,1
6476,32,750,11.0,0,1
6477,56,750,11.0,0,0
6478,33,750,11.0,0,1
6479,28,750,11.0,0,1
6480,45,750,11.0,0,1
6481,48,750,11.0,0,1
6482,33,30,7.0,0,1
6483,22,30,7.0,0,1
6484,20,30,7.0,0,1
6485,33,30,7.0,0,1
6486,33,30,7.0,0,1
6487,37,30,7.0,0,1
6488,33,30,7.0,0,1
6489,33,30,7.0,0,1
6490,30,482,0.0,0,1
6491,33,482,0.0,0,1
6492,33,482,0.0,0,1
6493,33,482,0.0,0,1
6494,33,482,0.0,0,1
6495,33,482,0.0,0,1
6496,33,482,0.0,0,1
6497,36,482,0.0,0,1
6498,33,482,0.0,0,1
6499,33,482,0.0,0,1
6500,50,482,0.0,0,0
6501,33,289,13.0,0,1
6502,33,289,13.0,0,1
6503,25,289,13.0,0,1
6504,33,289,13.0,0,1
6505,34,289,13.0,0,1
6506,33,289,13.0,0,1
6507,33,289,13.0,0,1
6508,33,289,13.0,0,1
6509,33,20,11.0,1,1
6510,33,20,11.0,1,1
6511,33,20,11.0,1,1
6512,35,20,11.0,1,1
6513,33,20,11.0,1,1
6514,33,20,11.0,1,1
6515,35,20,11.0,1,1
6516,39,20,11.0,1,0
6517,33,640,11.0,0,0
6518,33,640,11.0,0,1
6519,33,640,11.0,0,1
6520,33,640,11.0,0,1
6521,32,640,11.0,0,1
6522,37,640,11.0,0,1
6523,33,640,11.0,0,1
6524,33,2001,0.0,0,1
6525,49,2001,0.0,0,1
6526,55,2001,0.0,0,1
6527,33,2001,0.0,0,1
6528,33,2001,0.0,0,1
6529,55,2001,0.0,0,0
6530,41,2001,0.0,0,1
6531,26,1050,0.0,0,1
6532,33,1050,0.0,0,1
6533,33,1050,0.0,0,1
6534,53,1050,0.0,0,1
6535,48,1050,0.0,0,1
6536,37,1050,0.0,0,1
6537,33,1050,0.0,0,1
6538,26,1050,0.0,0,1
6539,51,1070,0.0,0,0
6540,33,1070,0.0,0,1
6541,33,1070,0.0,0,0
6542,53,1070,0.0,0,0
6543,41,1070,0.0,0,1
6544,33,1070,0.0,0,1
6545,37,1070,0.0,0,1
6546,41,1070,0.0,0,0
6547,25,1070,0.0,0,1
6548,28,1070,0.0,0,1
6549,20,3,0.0,0,1
6550,33,3,0.0,0,1
6551,45,3,0.0,0,1
6552,42,3,0.0,0,1
6553,39,3,0.0,0,1
6554,33,3,0.0,0,1
6555,19,3,0.0,0,1
6556,50,50,0.0,0,1
6557,33,50,0.0,0,1
6558,46,50,0.0,0,1
6559,51,50,0.0,0,1
6560,33,50,0.0,0,1
6561,51,50,0.0,0,0
6562,35,50,0.0,0,1
6563,33,50,0.0,0,1
6564,25,50,0.0,0,1
6565,33,50,0.0,0,1
6566,33,50,0.0,0,1
6567,33,840,0.0,0,1
6568,32,840,0.0,0,1
6569,22,840,0.0,0,1
6570,31,840,0.0,0,1
6571,33,840,0.0,0,1
6572,33,840,0.0,0,1
6573,24,840,0.0,0,1
6574,33,840,0.0,0,1
6575,33,840,0.0,0,1
6576,24,840,0.0,0,1
6577,44,840,0.0,0,1
6578,33,3,0.0,0,1
6579,48,3,0.0,0,1
6580,38,3,0.0,0,1
6581,59,3,0.0,0,0
6582,33,3,0.0,0,1
6583,34,3,0.0,0,1
6584,54,30,9.0,0,1
6585,41,30,9.0,0,0
6586,22,30,9.0,0,1
6587,33,30,9.0,0,1
6588,37,30,9.0,0,1
6589,33,30,9.0,0,1
6590,33,30,9.0,0,1
6591,33,30,9.0,0,1
6592,33,30,9.0,0,1
6593,33,1020,22.0,0,1
6594,33,1020,22.0,0,1
6595,44,1020,22.0,0,1
6596,36,1020,22.0,0,0
6597,33,1020,22.0,0,0
6598,39,1020,22.0,0,0
6599,33,1020,22.0,0,1
6600,34,1020,22.0,0,1
6601,34,1020,22.0,0,1
6602,30,1020,22.0,0,1
6603,33,1020,22.0,0,1
6604,33,430,7.0,0,1
6605,48,430,7.0,0,1
6606,38,430,7.0,0,1
6607,33,430,7.0,0,1
6608,33,430,7.0,0,1
6609,33,430,7.0,0,1
6610,44,430,7.0,0,1
6611,24,748,8.0,0,1
6612,33,748,8.0,0,1
6613,36,748,8.0,0,1
6614,29,748,8.0,0,1
6615,43,748,8.0,0,1
6616,21,748,8.0,0,1
6617,33,748,8.0,0,1
6618,48,748,8.0,0,1
6619,33,645,0.0,0,1
6620,33,645,0.0,0,1
6621,33,645,0.0,0,1
6622,33,645,0.0,0,1
6623,33,645,0.0,0,1
6624,33,645,0.0,0,1
6625,33,645,0.0,0,1
6626,33,645,0.0,0,1
6627,33,645,0.0,0,1
6628,33,645,0.0,0,1
6629,24,645,0.0,0,1
6630,43,645,0.0,0,0
6631,33,645,0.0,0,1
6632,33,645,0.0,0,1
6633,53,645,0.0,0,1
6634,26,645,0.0,0,1
6635,38,645,0.0,0,1
6636,38,645,0.0,0,1
6637,33,597,11.0,1,1
6638,33,597,11.0,1,1
6639,28,597,11.0,1,1
6640,33,597,11.0,1,1
6641,24,597,11.0,1,1
6642,33,597,11.0,1,1
6643,32,3,0.0,0,1
6644,41,3,0.0,0,1
6645,33,3,0.0,0,1
6646,27,3,0.0,0,1
6647,41,3,0.0,0,1
6648,33,3,0.0,0,1
6649,47,3,0.0,0,0
6650,33,3,0.0,0,0
6651,33,750,12.0,0,1
6652,22,750,12.0,0,1
6653,30,750,12.0,0,1
6654,33,750,12.0,0,1
6655,50,750,12.0,0,1
6656,48,750,12.0,0,1
6657,33,750,12.0,0,1
6658,33,750,12.0,0,1
6659,33,62,0.0,0,1
6660,19,62,0.0,0,1
6661,33,62,0.0,0,1
6662,61,62,0.0,0,1
6663,23,62,0.0,0,1
6664,23,62,0.0,0,1
6665,33,62,0.0,0,1
6666,33,62,0.0,0,1
6667,33,62,0.0,0,1
6668,33,20,0.0,0,1
6669,51,20,0.0,0,1
6670,33,20,0.0,0,1
6671,33,20,0.0,0,1
6672,33,20,0.0,0,1
6673,33,20,0.0,0,1
6674,55,20,0.0,0,0
6675,33,20,0.0,0,1
6676,33,20,0.0,0,1
6677,33,20,0.0,0,1
6678,33,20,0.0,0,1
6679,36,20,0.0,0,1
6680,42,20,0.0,0,1
6681,33,13,6.0,0,1
6682,37,13,6.0,0,1
6683,33,13,6.0,0,1
6684,45,13,6.0,0,0
6685,33,13,6.0,0,1
6686,27,13,6.0,0,1
6687,36,13,6.0,0,1
6688,33,289,4.0,0,1
6689,29,289,4.0,0,1
6690,33,289,4.0,0,1
6691,33,289,4.0,0,1
6692,33,289,4.0,0,1
6693,33,289,4.0,0,1
6694,43,289,4.0,0,1
6695,33,289,4.0,0,1
6696,33,482,13.0,0,1
6697,33,482,13.0,0,1
6698,33,482,13.0,0,1
6699,33,482,13.0,0,1
6700,33,482,13.0,0,1
6701,33,482,13.0,0,1
6702,46,482,13.0,0,1
6703,33,482,13.0,0,1
6704,33,482,13.0,0,1
6705,34,482,13.0,0,1
6706,19,482,13.0,0,1
6707,56,25,6.0,0,0
6708,33,25,6.0,0,1
6709,23,25,6.0,0,1
6710,33,25,6.0,0,1
6711,46,25,6.0,0,1
6712,46,25,6.0,0,1
6713,33,25,6.0,0,1
6714,34,25,6.0,0,1
6715,33,710,0.0,0,1
6716,47,710,0.0,0,1
6717,46,710,0.0,0,1
6718,44,710,0.0,0,1
6719,33,710,0.0,0,1
6720,33,710,0.0,0,1
6721,33,710,0.0,0,1
6722,40,710,0.0,0,1
6723,33,710,0.0,0,1
6724,33,430,13.0,0,1
6725,23,430,13.0,0,1
6726,39,430,13.0,0,1
6727,33,430,13.0,0,1
6728,33,430,13.0,0,1
6729,44,430,13.0,0,1
6730,33,430,13.0,0,1
6731,35,640,9.0,0,1
6732,36,640,9.0,0,1
6733,33,640,9.0,0,1
6734,33,640,9.0,0,1
6735,51,640,9.0,0,1
6736,33,640,9.0,0,1
6737,37,640,9.0,0,1
6738,33,640,9.0,0,1
6739,33,640,9.0,0,1
6740,33,594,13.0,0,1
6741,33,594,13.0,0,1
6742,38,594,13.0,0,1
6743,21,594,13.0,0,1
6744,44,594,13.0,0,1
6745,33,594,13.0,0,1
6746,33,450,4.0,0,1
6747,31,450,4.0,0,1
6748,33,450,4.0,0,1
6749,39,450,4.0,0,1
6750,55,450,4.0,0,1
6751,33,450,4.0,0,1
6752,42,450,4.0,0,1
6753,41,450,4.0,0,1
6754,33,3,9.0,0,1
6755,33,3,9.0,0,1
6756,33,3,9.0,0,1
6757,39,3,9.0,0,1
6758,51,3,9.0,0,1
6759,33,3,9.0,0,1
6760,33,3,9.0,0,1
6761,27,3,9.0,0,1
6762,33,26,4.0,0,1
6763,39,26,4.0,0,1
6764,33,26,4.0,0,1
6765,33,26,4.0,0,1
6766,35,26,4.0,0,1
6767,33,26,4.0,0,1
6768,33,26,4.0,0,1
6769,33,26,4.0,0,1
6770,40,26,4.0,0,1
6771,33,26,4.0,0,1
6772,46,26,4.0,0,0
6773,42,840,0.0,0,1
6774,46,840,0.0,0,1
6775,39,840,0.0,0,1
6776,33,840,0.0,0,1
6777,42,840,0.0,0,1
6778,33,840,0.0,0,1
6779,33,840,0.0,0,1
6780,33,840,0.0,0,1
6781,33,584,22.0,0,1
6782,33,584,22.0,0,1
6783,33,584,22.0,0,1
6784,36,584,22.0,0,1
6785,33,584,22.0,0,1
6786,33,30,8.0,0,1
6787,33,30,8.0,0,1
6788,48,30,8.0,0,1
6789,38,30,8.0,0,1
6790,33,30,8.0,0,1
6791,33,30,8.0,0,1
6792,33,30,8.0,0,0
6793,33,30,8.0,0,1
6794,40,30,8.0,0,1
6795,33,30,8.0,0,1
6796,33,30,8.0,0,1
6797,33,30,8.0,0,1
6798,33,646,0.0,0,1
6799,33,646,0.0,0,1
6800,33,646,0.0,0,1
6801,33,646,0.0,0,0
6802,34,646,0.0,0,1
6803,33,646,0.0,0,1
6804,35,646,0.0,0,1
6805,36,646,0.0,0,1
6806,33,646,0.0,0,1
6807,27,646,0.0,0,1
6808,33,7,19.0,0,1
6809,41,7,19.0,0,1
6810,22,7,19.0,0,1
6811,20,7,19.0,0,1
6812,39,7,19.0,0,1
6813,33,7,19.0,0,1
6814,31,7,19.0,0,1
6815,33,5280,4.0,0,1
6816,33,5280,4.0,0,1
6817,33,5280,4.0,0,1
6818,34,5280,4.0,0,1
6819,33,5280,4.0,0,1
6820,33,5280,4.0,0,1
6821,50,5280,4.0,0,1
6822,31,5280,4.0,0,1
6823,24,2001,0.0,0,1
6824,33,2001,0.0,0,1
6825,33,2001,0.0,0,1
6826,33,2001,0.0,0,1
6827,33,2001,0.0,0,1
6828,51,2001,0.0,0,0
6829,30,2001,0.0,0,1
6830,52,2001,0.0,0,1
6831,33,2001,0.0,0,1
6832,40,2001,0.0,0,1
6833,41,2001,0.0,0,1
6834,47,2001,0.0,0,1
6835,33,7,8.0,0,1
6836,33,7,8.0,0,1
6837,30,7,8.0,0,1
6838,33,7,8.0,0,1
6839,43,7,8.0,0,1
6840,33,7,8.0,0,1
6841,49,7,8.0,0,1
6842,33,7,8.0,0,1
6843,33,7,8.0,0,1
6844,33,1050,0.0,0,1
6845,48,1050,0.0,0,1
6846,34,1050,0.0,0,0
6847,54,1050,0.0,0,1
6848,33,1050,0.0,0,1
6849,36,1050,0.0,0,1
6850,33,1050,0.0,0,1
6851,33,1050,0.0,0,1
6852,27,1050,0.0,0,1
6853,33,1050,0.0,0,1
6854,43,1050,0.0,0,1
6855,33,597,19.0,1,1
6856,41,597,19.0,1,1
6857,33,597,19.0,1,1
6858,21,597,19.0,1,1
6859,49,597,19.0,1,1
6860,33,597,19.0,1,1
6861,33,597,19.0,1,1
6862,28,25,0.0,0,1
6863,24,25,0.0,0,1
6864,33,25,0.0,0,1
6865,40,25,0.0,0,1
6866,33,25,0.0,0,1
6867,46,25,0.0,0,1
6868,36,25,0.0,0,1
6869,33,1070,0.0,0,1
6870,33,1070,0.0,0,1
6871,41,1070,0.0,0,1
6872,33,1070,0.0,0,1
6873,37,1070,0.0,0,1
6874,33,1070,0.0,0,1
6875,33,1070,0.0,0,1
6876,33,1070,0.0,0,1
6877,33,1070,0.0,0,1
6878,30,1070,0.0,0,1
6879,33,1070,0.0,0,1
6880,36,1070,0.0,0,1
6881,43,62,0.0,0,1
6882,33,62,0.0,0,1
6883,33,62,0.0,0,1
6884,42,62,0.0,0,1
6885,33,62,0.0,0,1
6886,33,62,0.0,0,1
6887,33,62,0.0,0,1
6888,33,62,0.0,0,1
6889,24,62,0.0,0,1
6890,42,50,0.0,0,0
6891,33,50,0.0,0,1
6892,33,50,0.0,0,1
6893,33,50,0.0,0,1
6894,33,50,0.0,0,1
6895,31,50,0.0,0,1
6896,33,50,0.0,0,1
6897,33,50,0.0,0,1
6898,23,3,0.0,0,1
6899,43,3,0.0,0,1
6900,33,3,0.0,0,1
6901,33,3,0.0,0,1
6902,23,3,0.0,0,1
6903,33,62,0.0,0,1
6904,33,62,0.0,0,1
6905,33,62,0.0,0,1
6906,33,62,0.0,0,1
6907,37,62,0.0,0,1
6908,55,62,0.0,0,1
6909,46,62,0.0,0,1
6910,46,482,12.0,0,1
6911,33,482,12.0,0,1
6912,31,482,12.0,0,1
6913,30,482,12.0,0,1
6914,28,482,12.0,0,1
6915,33,482,12.0,0,1
6916,33,482,12.0,0,1
6917,43,482,12.0,0,1
6918,34,482,12.0,0,1
6919,28,482,12.0,0,1
6920,28,482,12.0,0,1
6921,33,597,8.0,0,1
6922,33,597,8.0,0,1
6923,33,597,8.0,0,1
6924,44,597,8.0,0,1
6925,33,597,8.0,0,1
6926,33,597,8.0,0,1
6927,33,597,8.0,0,1
6928,33,597,8.0,0,1
6929,33,26,21.0,0,1
6930,33,26,21.0,0,1
6931,34,26,21.0,0,1
6932,33,26,21.0,0,1
6933,33,26,21.0,0,1
6934,33,26,21.0,0,1
6935,33,1020,8.0,0,1
