,Distance (yds),Elevation (ft),Is Home,Result
8980,49,62,0,1
8981,30,62,1,1
8982,33,62,1,1
8983,53,62,1,1
8984,33,62,1,1
8985,33,748,1,1
8986,33,748,0,1
8987,33,748,1,1
8988,33,748,1,1
8989,36,748,1,1
8990,33,748,1,1
8991,40,748,1,1
8992,33,748,0,1
8993,36,748,1,1
8994,34,748,0,1
8995,46,7,1,1
8996,36,7,0,1
8997,33,7,1,1
8998,33,7,0,1
8999,33,7,1,1
9000,34,7,1,1
9001,46,7,0,1
9002,33,7,0,1
9003,48,7,1,0
9004,28,7,0,1
9005,26,7,0,1
9006,33,430,1,1
9007,33,430,0,1
9008,25,430,0,1
9009,33,430,1,1
9010,22,430,0,1
9011,37,3,1,1
9012,32,3,0,1
9013,33,3,0,1
9014,45,3,0,1
9015,45,3,0,0
9016,41,3,0,1
9017,37,3,0,1
9018,33,710,0,1
9019,45,710,1,1
9020,24,710,0,1
9021,21,710,0,1
9022,33,710,0,1
9023,33,750,0,1
9024,43,750,1,0
9025,44,750,1,1
9026,40,750,0,1
9027,52,750,1,0
9028,40,750,1,1
9029,33,750,1,1
9030,33,584,1,1
9031,30,584,1,1
9032,23,584,0,1
9033,33,584,0,1
9034,33,584,0,1
9035,33,840,1,1
9036,40,840,1,1
9037,33,840,0,1
9038,44,840,0,1
9039,43,840,0,1
9040,33,840,1,1
9041,55,840,0,1
9042,33,840,1,1
9043,60,840,1,1
9044,25,645,0,1
9045,33,645,0,1
9046,33,645,1,1
9047,33,645,1,1
9048,33,645,0,1
9049,21,645,1,1
9050,47,645,0,1
9051,33,645,0,1
9052,44,645,1,1
9053,33,645,1,1
9054,33,645,0,1
9055,33,645,1,1
9056,47,645,1,1
9057,26,645,1,1
9058,33,1020,1,1
9059,33,1020,1,1
9060,47,1020,1,1
9061,21,1020,0,1
9062,33,1020,1,1
9063,33,1020,0,1
9064,38,1070,0,1
9065,56,1070,1,1
9066,35,1070,0,1
9067,53,1070,1,1
9068,39,1070,1,1
9069,33,1070,1,1
9070,33,1070,0,1
9071,42,1070,0,1
9072,40,1070,0,1
9073,33,13,1,1
9074,33,13,0,1
9075,33,13,1,1
9076,33,13,1,1
9077,33,13,0,1
9078,26,13,1,1
9079,23,13,1,1
9080,35,13,1,1
9081,33,13,1,1
9082,38,1050,0,1
9083,33,1050,1,1
9084,33,1050,0,1
9085,33,1050,1,1
9086,36,1050,0,1
9087,36,1050,0,1
9088,43,1050,0,0
9089,27,1050,1,1
9090,57,1050,0,1
9091,21,1050,1,1
9092,33,26,0,1
9093,53,26,1,0
9094,33,26,0,1
9095,33,26,1,1
9096,22,26,1,1
9097,26,26,1,0
9098,33,26,0,1
9099,33,26,1,0
9100,49,26,0,1
9101,33,646,0,1
9102,33,646,1,1
9103,23,646,0,1
9104,33,646,1,1
9105,33,646,1,1
9106,22,646,1,1
9107,33,646,1,1
9108,33,646,1,1
9109,41,646,1,1
9110,37,450,0,1
9111,33,450,1,1
9112,33,450,0,1
9113,33,450,0,1
9114,43,450,1,1
9115,33,450,0,1
9116,33,430,0,1
9117,36,430,0,1
9118,37,430,1,1
9119,29,430,1,1
9120,33,430,0,1
9121,33,430,1,1
9122,33,430,0,1
9123,45,430,0,1
9124,48,1020,0,1
9125,33,1020,0,1
9126,33,1020,1,1
9127,51,1020,1,0
9128,33,1020,0,1
9129,33,1020,1,1
9130,33,1020,1,1
9131,33,1020,0,1
9132,23,3,0,1
9133,33,3,1,1
9134,33,3,1,1
9135,33,3,1,1
9136,36,3,1,1
9137,47,3,0,0
9138,33,3,1,1
9139,33,3,0,1
9140,33,3,1,1
9141,33,50,0,1
9142,33,50,0,1
9143,33,50,0,1
9144,33,50,0,1
9145,56,50,1,1
9146,53,50,0,1
9147,23,62,0,1
9148,33,62,1,1
9149,33,62,1,1
9150,33,62,0,1
9151,40,62,1,1
9152,33,62,1,1
9153,33,62,1,1
9154,33,289,1,1
9155,33,289,0,1
9156,51,289,0,0
9157,33,289,0,1
9158,49,289,1,1
9159,33,289,1,0
9160,33,289,1,1
9161,33,289,0,1
9162,20,640,0,1
9163,33,640,1,1
9164,33,640,1,1
9165,46,640,0,0
9166,26,640,1,1
9167,33,640,1,1
9168,50,640,0,0
9169,55,640,1,1
9170,33,640,1,1
9171,33,640,1,1
9172,33,640,0,1
9173,33,640,0,1
9174,33,30,0,1
9175,54,30,0,1
9176,20,30,0,1
9177,56,30,1,1
9178,33,30,1,1
9179,33,30,0,1
9180,33,20,1,1
9181,24,20,1,1
9182,44,20,0,1
9183,33,20,1,1
9184,44,20,0,1
9185,57,20,0,0
9186,31,20,1,1
9187,41,20,1,0
9188,31,20,1,1
9189,20,25,0,1
9190,30,25,1,1
9191,48,25,0,0
9192,33,25,1,1
9193,51,25,1,1
9194,50,25,0,1
9195,33,25,0,1
9196,33,25,0,1
9197,33,2001,1,1
9198,33,2001,0,1
9199,19,2001,1,1
9200,33,2001,0,1
9201,33,2001,1,1
9202,33,2001,1,1
9203,33,2001,0,1
9204,43,2001,0,1
9205,24,2001,0,1
9206,57,2001,1,1
9207,33,2001,0,1
9208,33,2001,1,1
9209,41,2001,0,0
9210,23,2001,0,1
9211,33,13,0,0
9212,33,13,1,1
9213,33,13,1,1
9214,33,13,0,1
9215,33,13,1,1
9216,33,13,1,1
9217,27,13,1,1
9218,33,13,1,1
9219,34,482,1,1
9220,33,482,1,1
9221,33,482,1,1
9222,33,482,0,1
9223,33,482,1,1
9224,26,482,0,1
9225,26,482,1,1
9226,51,482,0,1
9227,27,482,0,1
9228,33,3,1,1
9229,44,3,1,0
9230,33,3,0,1
9231,55,3,1,0
9232,42,3,0,1
9233,33,750,0,1
9234,33,750,1,1
9235,49,750,1,1
9236,34,750,1,1
9237,33,750,1,1
9238,33,750,0,1
9239,33,450,1,1
9240,31,450,1,0
9241,33,450,1,0
9242,52,450,1,0
9243,33,450,0,0
9244,33,450,1,1
9245,29,450,1,1
9246,22,450,1,1
9247,22,640,1,1
9248,37,640,0,1
9249,49,640,1,1
9250,48,640,1,1
9251,45,640,0,0
9252,33,640,0,1
9253,52,640,1,0
9254,33,640,0,1
9255,33,640,1,1
9256,33,640,0,1
9257,33,710,0,1
9258,37,710,0,1
9259,33,710,1,1
9260,33,710,0,1
9261,33,710,1,1
9262,33,710,0,1
9263,33,710,1,1
9264,33,710,1,1
9265,54,710,1,1
9266,33,2001,0,1
9267,53,2001,1,1
9268,33,2001,0,1
9269,33,2001,0,1
9270,44,2001,0,1
9271,38,2001,1,1
9272,33,2001,0,1
9273,33,2001,1,1
9274,33,5280,0,1
9275,33,5280,1,1
9276,33,5280,0,1
9277,33,5280,1,1
9278,48,5280,0,1
9279,33,5280,1,1
9280,33,5280,1,1
9281,36,5280,0,1
9282,33,5280,1,1
9283,22,20,0,1
9284,37,20,1,1
9285,36,20,1,1
9286,45,20,0,1
9287,33,20,0,1
9288,33,20,1,1
9289,37,20,0,1
9290,22,20,1,1
9291,46,20,1,0
9292,32,20,1,1
9293,33,594,0,0
9294,33,594,0,1
9295,28,594,0,1
9296,33,594,0,1
9297,33,594,1,1
9298,50,594,0,1
9299,41,594,0,1
9300,33,597,1,1
9301,33,597,0,1
9302,33,597,1,1
9303,33,597,0,1
9304,24,597,0,1
9305,33,597,1,1
9306,33,597,1,1
9307,33,597,1,1
9308,32,30,1,1
9309,33,30,1,1
9310,52,30,1,1
9311,39,30,1,1
9312,54,30,1,1
9313,24,30,0,1
9314,22,30,1,1
9315,33,30,0,1
9316,55,7,0,0
9317,37,7,1,1
9318,32,7,0,1
9319,37,7,1,1
9320,35,7,0,1
9321,50,7,1,1
9322,33,1050,0,1
9323,33,1050,1,1
9324,49,1050,1,1
9325,41,1050,0,1
9326,33,1050,0,1
9327,24,1050,1,1
9328,33,1050,1,1
9329,33,1050,1,1
9330,51,1050,1,1
9331,51,7,0,1
9332,33,7,0,1
9333,33,7,1,1
9334,39,7,0,1
9335,26,7,1,1
9336,41,7,0,1
9337,36,7,1,1
9338,33,7,1,1
9339,39,482,1,1
9340,33,482,1,0
9341,33,482,0,1
9342,22,482,0,1
9343,33,482,0,1
9344,33,482,1,1
9345,33,26,0,0
9346,33,26,0,0
9347,33,26,0,0
9348,33,26,0,0
9349,33,26,0,1
9350,33,7,0,1
9351,22,7,0,1
9352,33,7,0,1
9353,33,7,0,1
9354,23,7,0,1
9355,33,7,1,1
9356,33,7,1,1
9357,50,7,0,1
9358,40,7,0,0
9359,36,7,1,1
9360,33,597,1,1
9361,33,597,1,1
9362,33,597,1,1
9363,40,597,0,1
9364,48,597,0,1
9365,37,597,0,1
9366,39,597,1,1
9367,33,597,0,1
9368,33,597,1,1
9369,33,597,1,1
9370,33,597,0,1
9371,33,840,1,1
9372,33,840,0,1
9373,33,840,0,1
9374,24,840,0,1
9375,33,840,1,1
9376,33,840,0,1
9377,33,840,1,1
9378,38,840,1,1
9379,33,840,0,1
9380,34,13,1,1
9381,33,13,1,1
9382,33,13,0,1
9383,33,13,1,1
9384,33,13,0,1
9385,46,13,1,1
9386,56,13,0,1
9387,33,13,1,1
9388,33,13,1,1
9389,31,13,1,1
9390,33,597,0,1
9391,33,597,0,1
9392,33,597,1,1
9393,28,597,0,1
9394,25,597,1,1
9395,33,597,0,1
9396,20,597,0,1
9397,26,13,1,1
9398,33,13,0,0
9399,47,13,1,1
9400,50,13,1,1
9401,25,13,0,1
9402,33,13,1,1
9403,43,13,0,1
9404,29,13,1,1
9405,33,1020,1,1
9406,33,1020,0,1
9407,50,1020,1,1
9408,38,1020,1,1
9409,41,1020,0,1
9410,50,1020,1,1
9411,33,1020,0,1
9412,33,1020,1,1
9413,48,1020,0,1
9414,33,30,1,1
9415,33,30,1,1
9416,33,30,1,1
9417,33,30,1,1
9418,33,30,0,1
9419,30,30,1,1
9420,33,30,1,1
9421,43,1020,1,1
9422,24,1020,1,1
9423,30,1020,0,1
9424,33,1020,1,1
9425,23,1020,0,1
9426,33,1020,0,1
9427,33,1020,1,1
9428,33,1020,0,1
9429,45,1020,1,1
9430,33,30,1,1
9431,33,30,0,1
9432,33,30,1,1
9433,33,30,1,1
9434,33,30,1,1
9435,31,30,1,1
9436,33,1070,1,1
9437,33,1070,0,1
9438,42,1070,0,0
9439,33,1070,1,1
9440,33,1070,0,1
9441,33,1070,1,1
9442,35,1070,1,1
9443,33,1070,0,1
9444,33,1070,1,1
9445,33,1070,0,1
9446,33,1070,0,1
9447,27,1070,0,1
9448,33,450,1,1
9449,29,450,0,1
9450,54,450,0,1
9451,33,450,0,1
9452,30,450,1,1
9453,37,450,0,1
9454,33,450,1,1
9455,33,450,1,1
9456,40,3,0,1
9457,26,3,1,1
9458,33,3,0,1
9459,34,3,0,1
9460,43,3,1,1
9461,38,3,1,1
9462,30,3,1,1
9463,50,3,0,1
9464,33,1050,1,1
9465,33,1050,0,1
9466,43,1050,0,1
9467,49,1050,1,1
9468,33,1050,1,1
9469,33,1050,1,1
9470,42,584,1,1
9471,33,584,1,1
9472,42,584,0,1
9473,51,584,0,0
9474,34,584,1,1
9475,43,584,1,1
9476,45,3,1,0
9477,33,3,0,0
9478,20,3,0,1
9479,33,3,0,1
9480,38,3,0,1
9481,33,3,0,1
9482,36,3,1,0
9483,33,3,0,1
9484,33,3,0,1
9485,33,1020,0,1
9486,33,1020,1,1
9487,33,1020,1,1
9488,33,1020,0,1
9489,35,1020,1,1
9490,39,1020,1,1
9491,33,1020,0,1
9492,33,594,0,1
9493,46,594,1,1
9494,29,594,1,1
9495,52,594,0,1
9496,33,594,0,1
9497,33,594,0,1
9498,33,594,0,1
9499,33,594,0,1
9500,33,25,1,1
9501,35,25,0,1
9502,38,25,0,1
9503,33,25,1,1
9504,36,25,0,1
9505,39,25,1,1
9506,33,710,0,1
9507,33,710,1,1
9508,33,710,0,1
9509,33,710,1,1
9510,45,710,0,1
9511,33,710,1,1
9512,33,710,0,1
9513,33,710,0,1
9514,36,20,1,1
9515,33,20,0,1
9516,33,20,1,1
9517,41,20,1,1
9518,56,20,0,0
9519,39,20,1,0
9520,56,20,0,0
9521,33,20,0,1
9522,38,20,0,1
9523,33,20,0,1
9524,53,20,0,1
9525,44,20,0,1
9526,33,5280,0,1
9527,33,5280,1,0
9528,23,5280,0,1
9529,33,5280,1,1
9530,55,5280,1,0
9531,23,5280,1,1
9532,33,5280,0,1
9533,33,62,1,1
9534,33,62,0,1
9535,23,62,0,1
9536,33,62,1,1
9537,33,62,0,1
9538,50,62,1,1
9539,41,62,0,1
9540,33,62,1,1
9541,33,62,0,1
9542,33,62,1,1
9543,45,62,0,1
9544,25,62,1,1
9545,33,62,0,0
9546,32,289,0,1
9547,33,289,0,1
9548,33,289,0,0
9549,33,289,1,1
9550,33,289,1,1
9551,56,289,0,1
9552,48,289,0,1
9553,51,289,0,1
9554,38,750,0,1
9555,41,750,0,1
9556,33,750,0,1
9557,31,750,0,1
9558,33,750,1,1
9559,33,750,0,1
9560,40,750,0,1
9561,36,840,0,1
9562,33,840,1,1
9563,25,840,1,1
9564,33,840,0,1
9565,33,840,0,1
9566,33,840,1,1
9567,57,840,0,1
9568,50,3,0,1
9569,26,3,1,1
9570,27,3,0,1
9571,32,3,1,1
9572,31,3,0,1
9573,52,3,1,1
9574,33,3,1,1
9575,45,3,0,1
9576,29,3,0,1
9577,33,482,0,1
9578,59,482,0,0
9579,33,482,1,1
9580,44,482,0,1
9581,27,482,1,1
9582,40,482,0,1
9583,33,482,0,1
9584,33,482,1,1
9585,33,482,0,1
9586,33,482,1,1
9587,26,26,1,1
9588,33,26,0,1
9589,40,26,1,0
9590,33,26,1,1
9591,52,26,0,1
9592,24,26,1,1
9593,33,26,1,1
9594,33,26,0,1
9595,33,26,1,1
9596,33,750,1,1
9597,43,750,0,1
9598,43,750,0,0
9599,52,750,1,1
9600,55,750,0,1
9601,49,750,1,1
9602,33,750,1,1
9603,24,1050,1,1
9604,33,1050,0,1
9605,33,1050,0,1
9606,33,1050,1,0
9607,33,1050,0,1
9608,33,1050,1,1
9609,33,1050,0,1
9610,33,1050,1,1
9611,39,1050,1,1
9612,25,1050,1,1
9613,33,50,0,1
9614,33,50,0,1
9615,33,50,1,1
9616,33,50,0,1
9617,29,50,1,1
9618,33,50,0,1
9619,42,50,0,1
9620,36,50,1,1
9621,33,50,1,1
9622,51,50,1,0
9623,32,7,1,1
9624,33,7,0,1
9625,49,7,1,1
9626,33,7,0,1
9627,22,7,1,1
9628,38,7,0,1
9629,27,430,0,1
9630,33,430,1,1
9631,30,430,0,1
9632,33,430,1,1
9633,33,430,1,1
9634,33,430,0,1
9635,33,430,1,1
9636,33,430,0,1
9637,41,430,1,1
9638,33,597,0,1
9639,33,597,1,1
9640,33,597,1,1
9641,47,597,0,1
9642,33,597,1,1
9643,33,597,1,1
9644,29,597,1,1
9645,33,597,1,1
9646,22,289,0,1
9647,33,289,0,1
9648,49,289,1,1
9649,33,289,0,1
9650,49,289,0,0
9651,33,289,1,1
9652,33,289,0,1
9653,33,289,1,1
9654,55,289,0,0
9655,24,30,1,1
9656,55,30,1,0
9657,33,30,0,1
9658,33,30,1,1
9659,61,30,1,1
9660,33,30,1,1
9661,33,30,1,1
9662,33,30,0,1
9663,33,30,0,1
9664,33,30,1,1
9665,33,30,0,1
9666,52,748,1,1
9667,28,748,0,1
9668,23,748,0,1
9669,54,748,1,1
9670,33,748,0,1
9671,36,748,1,1
9672,33,748,0,1
9673,55,1070,1,0
9674,33,1070,1,1
9675,33,1070,1,1
9676,37,1070,1,1
9677,44,1070,1,1
9678,33,1070,0,1
9679,33,1070,0,1
9680,38,1070,0,1
9681,33,1070,0,1
9682,34,1070,0,1
9683,33,645,1,1
9684,35,645,1,1
9685,33,645,0,1
9686,34,645,0,1
9687,21,645,1,1
9688,54,645,1,1
9689,26,645,1,1
9690,30,645,1,1
9691,33,646,0,1
9692,33,646,1,1
9693,45,646,0,0
9694,33,646,1,1
9695,56,646,0,0
9696,33,646,0,1
9697,33,646,1,1
9698,25,646,0,1
9699,33,646,0,1
9700,33,646,0,1
9701,33,646,1,1
9702,38,646,1,1
9703,33,62,0,1
9704,43,62,1,1
9705,27,62,0,1
9706,33,62,1,1
9707,33,62,1,1
9708,33,62,0,1
9709,57,62,0,1
9710,33,62,0,1
9711,48,62,1,1
9712,26,62,0,1
9713,38,62,1,1
9714,48,5280,0,0
9715,33,5280,1,1
9716,43,5280,0,1
9717,33,5280,1,1
9718,33,5280,1,1
9719,49,5280,0,1
9720,33,5280,0,1
9721,59,5280,0,0
9722,31,5280,1,1
9723,33,5280,0,1
9724,33,5280,0,1
9725,32,5280,1,1
9726,36,646,1,1
9727,48,646,0,1
9728,33,646,1,1
9729,24,646,1,1
9730,46,646,0,0
9731,33,646,1,1
9732,24,646,0,1
9733,36,450,0,1
9734,33,450,0,1
9735,54,450,0,1
9736,32,450,0,1
9737,33,450,0,1
9738,33,450,0,1
9739,33,450,0,1
9740,51,450,1,1
9741,47,20,0,1
9742,43,20,1,1
9743,35,20,1,1
9744,33,20,1,1
9745,33,20,0,1
9746,44,20,0,1
9747,37,20,1,1
9748,39,20,1,1
9749,55,20,0,0
9750,33,20,1,1
9751,33,20,0,1
9752,33,20,1,1
9753,33,20,0,1
9754,33,1020,1,1
9755,33,1020,1,1
9756,33,1020,1,1
9757,41,1020,1,1
9758,33,1020,1,1
9759,38,1020,1,1
9760,33,1020,1,1
9761,21,1020,0,1
9762,33,1020,0,1
9763,39,1070,1,1
9764,49,1070,0,1
9765,33,1070,0,1
9766,43,1070,1,1
9767,62,1070,1,1
9768,26,1070,0,1
9769,26,1070,0,1
9770,33,1070,1,1
9771,33,7,1,1
9772,33,7,1,1
9773,33,7,0,1
9774,33,7,1,1
9775,31,7,0,1
9776,33,7,1,1
9777,33,7,1,1
9778,25,7,0,1
9779,33,7,1,1
9780,33,7,1,1
9781,33,7,1,1
9782,33,7,1,1
9783,33,7,0,1
9784,33,7,1,1
9785,48,7,1,0
9786,33,7,0,1
9787,51,7,1,0
9788,33,7,0,1
9789,28,7,0,1
9790,33,7,1,1
9791,33,7,1,1
9792,33,7,0,1
9793,26,7,0,1
9794,33,7,1,1
9795,33,7,0,1
9796,33,7,0,1
9797,33,25,1,1
9798,33,25,0,1
9799,30,25,0,1
9800,54,25,0,1
9801,33,25,1,1
9802,53,25,0,1
9803,50,25,1,1
9804,52,25,0,1
9805,61,25,1,0
9806,53,25,0,1
9807,33,840,0,1
9808,33,840,1,1
9809,23,840,1,1
9810,33,840,0,1
9811,53,840,0,0
9812,33,840,0,1
9813,33,840,1,1
9814,33,840,1,1
9815,33,840,0,1
9816,56,482,1,0
9817,29,482,0,1
9818,49,482,1,1
9819,23,482,0,1
9820,52,482,1,1
9821,42,482,0,1
9822,33,482,1,1
9823,48,482,1,1
9824,53,482,1,1
9825,33,482,0,1
9826,47,3,0,1
9827,48,3,0,0
9828,33,3,0,1
9829,52,3,1,1
9830,57,3,0,0
9831,51,3,0,1
9832,33,3,1,1
9833,33,640,0,1
9834,33,640,0,1
9835,25,640,0,1
9836,38,640,1,1
9837,33,640,1,1
9838,46,640,0,0
9839,29,13,1,1
9840,44,13,0,1
9841,33,13,1,1
9842,33,13,1,1
9843,56,13,0,1
9844,21,13,1,1
9845,36,13,1,1
9846,33,13,1,1
9847,36,26,0,1
9848,33,26,1,1
9849,33,26,0,1
9850,38,26,0,1
9851,33,26,0,1
9852,26,26,0,1
9853,33,2001,1,1
9854,33,2001,0,1
9855,43,2001,0,1
9856,41,2001,0,1
9857,57,2001,0,1
9858,33,2001,0,1
9859,26,2001,1,1
9860,48,584,1,1
9861,44,584,0,1
9862,33,584,1,1
9863,52,584,1,1
9864,33,584,1,1
9865,33,584,1,1
9866,33,13,1,1
9867,33,13,1,1
9868,38,13,0,1
9869,33,13,1,1
9870,33,13,0,1
9871,33,13,1,1
9872,38,13,1,1
9873,33,7,1,1
9874,56,7,1,1
9875,33,7,1,1
9876,33,7,0,1
9877,43,7,1,1
9878,38,7,1,1
9879,33,584,0,1
9880,53,584,1,1
9881,33,584,0,1
9882,33,584,0,1
9883,33,584,0,1
9884,21,430,0,1
9885,53,430,1,1
9886,33,430,1,1
9887,33,430,1,1
9888,33,430,1,1
9889,35,430,1,1
9890,33,594,0,1
9891,33,594,1,1
9892,33,594,1,1
9893,33,594,1,1
9894,33,594,1,1
9895,33,594,0,1
9896,33,594,0,1
9897,33,594,0,1
9898,51,594,0,1
9899,34,640,1,1
9900,33,640,0,1
9901,33,640,0,1
9902,32,640,0,1
9903,33,640,0,1
9904,37,640,0,1
9905,33,640,0,1
9906,50,640,1,1
9907,36,3,0,1
9908,33,3,0,1
9909,33,3,0,1
9910,31,3,1,1
9911,33,3,1,1
9912,37,3,0,1
9913,52,3,1,0
9914,26,3,0,1
9915,33,710,0,1
9916,33,710,0,1
9917,40,710,0,1
9918,54,710,0,1
9919,47,710,1,0
9920,46,710,0,0
9921,50,710,0,1
9922,47,710,0,0
9923,33,710,1,1
9924,33,62,1,1
9925,33,62,0,1
9926,33,62,1,1
9927,33,62,1,1
9928,33,62,1,1
9929,22,62,0,1
9930,33,62,0,1
9931,33,597,1,1
9932,33,597,0,1
9933,33,597,1,1
9934,33,597,0,1
9935,33,597,1,1
9936,33,597,1,1
9937,53,597,1,1
9938,33,597,1,1
9939,33,597,1,1
9940,33,597,1,1
9941,33,748,1,1
9942,26,748,1,1
9943,33,748,0,1
9944,56,748,1,1
9945,33,748,0,1
9946,33,748,0,1
9947,23,645,1,1
9948,29,645,0,1
9949,33,645,1,1
9950,23,645,1,1
9951,33,645,1,1
9952,33,645,1,1
9953,33,645,1,1
9954,51,645,0,0
9955,33,50,1,1
9956,36,50,1,1
9957,38,50,1,1
9958,39,50,1,1
9959,35,50,0,1
9960,23,50,0,1
9961,33,50,1,1
9962,33,50,1,1
9963,33,3,0,1
9964,55,3,1,1
9965,33,3,0,1
9966,53,3,0,0
9967,33,3,0,1
9968,34,3,0,1
9969,37,3,1,1
9970,33,3,0,1
9971,33,3,0,1
9972,32,3,1,1
9973,51,3,0,1
9974,44,3,1,1
9975,28,3,0,1
9976,33,30,0,1
9977,33,30,1,1
9978,33,30,0,1
9979,27,30,0,1
9980,41,30,1,1
9981,48,30,1,1
9982,36,30,1,1
9983,33,30,0,1
9984,33,30,1,1
9985,33,30,0,1
9986,54,30,1,1
9987,33,750,0,1
9988,22,750,0,1
9989,43,750,1,1
9990,25,750,1,1
9991,42,750,1,1
9992,33,646,1,1
9993,33,646,1,1
9994,33,646,0,1
9995,33,646,1,1
9996,33,646,1,1
9997,33,646,0,1
9998,33,646,1,1
9999,33,646,0,1
10000,33,646,1,1
10001,33,646,0,1
10002,33,450,0,1
10003,22,450,0,1
10004,33,450,0,1
10005,51,450,1,1
10006,36,450,0,1
10007,33,450,0,1
10008,31,450,1,1
10009,43,450,0,1
10010,46,450,1,0
10011,33,450,0,1
10012,37,450,0,1
10013,33,1070,0,1
10014,40,1070,0,1
10015,33,1070,1,1
10016,33,1070,1,1
10017,33,1070,0,1
10018,33,1070,0,1
10019,33,1070,1,0
10020,33,1070,0,1
10021,40,1070,0,1
10022,33,13,1,1
10023,33,13,1,1
10024,33,13,0,1
10025,33,13,1,1
10026,50,13,0,1
10027,33,13,1,1
10028,33,13,1,1
10029,33,13,1,1
10030,36,2001,0,1
10031,33,2001,1,1
10032,26,2001,1,1
10033,53,2001,1,0
10034,33,2001,0,1
10035,22,2001,0,1
10036,33,2001,1,1
10037,52,2001,1,0
10038,37,1050,0,1
10039,33,1050,1,1
10040,43,1050,0,1
10041,28,1050,0,1
10042,42,1050,0,1
10043,32,1050,1,1
10044,33,1050,0,1
10045,37,1050,1,1
10046,44,597,0,1
10047,33,597,1,1
10048,33,597,0,1
10049,33,597,0,1
10050,33,597,1,1
10051,33,840,0,1
10052,40,840,1,1
10053,38,840,0,1
10054,29,840,1,1
10055,33,840,1,1
10056,40,840,0,1
10057,33,840,0,1
10058,33,840,0,1
10059,33,840,1,1
10060,33,289,0,1
10061,48,289,1,0
10062,33,289,0,1
10063,33,289,0,1
10064,53,289,0,1
10065,33,289,0,1
10066,53,289,0,1
10067,33,7,1,1
10068,55,7,0,0
10069,33,7,1,1
10070,49,7,0,1
10071,33,7,0,1
10072,40,7,1,1
10073,33,7,1,1
10074,37,7,0,1
10075,33,7,1,1
10076,51,7,0,1
10077,30,5280,0,1
10078,33,5280,1,1
10079,23,5280,1,1
10080,26,5280,0,1
10081,22,5280,1,1
10082,33,5280,0,1
10083,27,5280,0,1
10084,22,5280,0,1
10085,49,5280,0,1
10086,33,5280,0,1
10087,33,62,0,1
10088,33,62,1,1
10089,34,62,0,1
10090,33,62,1,1
10091,33,62,0,1
10092,26,62,0,1
10093,26,62,0,1
10094,27,710,0,1
10095,33,710,1,1
10096,43,710,1,1
10097,53,710,0,1
10098,33,710,0,1
10099,33,710,1,1
10100,34,710,0,1
10101,35,710,1,1
10102,28,710,1,1
10103,55,62,0,1
10104,29,62,1,1
10105,32,62,0,1
10106,27,62,0,1
10107,35,62,1,1
10108,33,62,1,1
10109,24,62,1,1
10110,33,62,1,1
10111,43,62,1,1
10112,41,430,0,1
10113,26,430,1,1
10114,28,430,0,1
10115,23,430,0,1
10116,43,430,0,0
10117,29,430,0,1
10118,27,430,1,1
10119,33,430,1,1
10120,20,430,0,1
10121,37,430,0,1
10122,38,430,1,1
10123,33,7,0,1
10124,33,7,0,1
10125,33,7,1,1
10126,33,7,1,1
10127,33,7,1,1
10128,43,7,0,0
10129,33,7,1,1
10130,33,7,1,1
10131,33,7,0,1
10132,33,7,1,1
10133,33,62,1,1
10134,33,62,0,1
10135,32,62,0,1
10136,24,62,1,1
10137,33,62,0,1
10138,33,62,1,1
10139,39,62,0,1
10140,35,1020,1,1
10141,38,1020,1,1
10142,60,1020,1,1
10143,25,1020,1,1
10144,52,1020,1,1
10145,30,26,0,1
10146,33,26,1,1
10147,33,26,0,1
10148,52,26,0,0
10149,36,26,1,1
10150,33,26,0,1
10151,36,26,0,1
10152,28,7,0,1
10153,33,7,1,1
10154,33,7,1,1
10155,33,7,1,1
10156,56,7,0,1
10157,48,7,1,1
10158,33,7,1,1
10159,33,7,0,1
10160,33,7,0,1
10161,49,7,1,1
10162,51,7,1,1
10163,53,594,0,1
10164,22,594,1,1
10165,51,594,0,1
10166,53,594,1,1
10167,33,594,0,0
10168,33,594,0,1
10169,57,594,0,0
10170,33,594,1,1
10171,24,2001,1,1
10172,33,2001,1,1
10173,42,2001,0,1
10174,37,2001,1,1
10175,33,2001,0,1
10176,30,2001,1,1
10177,24,2001,1,1
10178,33,2001,0,1
10179,52,50,0,0
10180,33,50,1,1
10181,33,50,0,1
10182,23,50,1,1
10183,33,50,1,1
10184,47,50,0,1
10185,22,50,1,1
10186,45,50,0,1
10187,29,50,0,0
10188,29,597,0,1
10189,52,597,1,0
10190,42,597,0,1
10191,33,597,1,1
10192,29,597,0,1
10193,33,597,1,1
10194,54,597,1,0
10195,33,3,0,1
10196,43,3,1,1
10197,33,3,0,1
10198,42,3,1,1
10199,35,3,1,1
10200,38,3,1,1
10201,37,3,0,0
10202,33,482,0,1
10203,33,482,1,1
10204,33,482,1,1
10205,55,482,0,1
10206,23,482,0,1
10207,52,482,1,1
10208,33,584,0,1
10209,54,584,0,0
10210,47,584,1,0
10211,25,584,0,1
10212,33,584,1,1
10213,42,584,1,1
10214,45,584,1,1
10215,33,584,0,1
10216,50,584,1,1
10217,29,584,1,1
10218,41,584,0,0
10219,37,1050,0,1
10220,33,1050,1,1
10221,33,1050,0,1
10222,33,1050,0,1
10223,47,1050,1,1
10224,33,1050,0,1
10225,33,20,1,1
10226,44,20,0,1
10227,33,20,0,1
10228,33,20,1,1
